Device number: 1510507,,,,,,,,,,,,,,,,,,,,,,,
Name,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23
CCT [K],0,1637,2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
Chrom. Coord. (CIE1931 2°),,,,,,,,,,,,,,,,,,,,,,,
x,0.1624,0.224,0.5166,0.0983,0.1028,0.1017,0.1017,0.1,0.1007,0.0998,0.0994,0.0989,0.0992,0.0987,0.0989,0.0991,0.0995,0.0993,0.0988,0.0988,0.0985,0.0983,0.0974
y,0.1854,0.1003,0.4553,0.1642,0.1472,0.1519,0.156,0.1571,0.1597,0.1606,0.1612,0.1617,0.1629,0.163,0.1639,0.1647,0.1652,0.1655,0.1656,0.1657,0.166,0.1664,0.1686
,,,,,,,,,,,,,,,,,,,,,,,
ipRGC-Influenced Responses to Light,,,,,,,,,,,,,,,,,,,,,,,
Lsc [W/(sr*sqm)],9.05E-07,1.34E-06,2.92E-07,1.62E-03,9.18E-03,1.16E-02,1.42E-02,1.65E-02,1.91E-02,2.16E-02,2.41E-02,2.66E-02,2.91E-02,3.16E-02,3.42E-02,3.66E-02,3.92E-02,4.17E-02,4.42E-02,4.67E-02,4.91E-02,5.12E-02,5.00E-02
Lmc [W/(sr*sqm)],1.11E-06,4.11E-07,6.82E-06,1.74E-03,8.78E-03,1.15E-02,1.43E-02,1.69E-02,1.99E-02,2.26E-02,2.53E-02,2.81E-02,3.09E-02,3.37E-02,3.66E-02,3.93E-02,4.22E-02,4.50E-02,4.78E-02,5.05E-02,5.31E-02,5.56E-02,5.51E-02
Llc [W/(sr*sqm)],8.20E-07,4.68E-07,1.09E-05,1.08E-03,5.40E-03,7.09E-03,8.89E-03,1.05E-02,1.23E-02,1.40E-02,1.57E-02,1.74E-02,1.92E-02,2.09E-02,2.27E-02,2.44E-02,2.63E-02,2.80E-02,2.97E-02,3.14E-02,3.30E-02,3.46E-02,3.43E-02
Lrh [W/(sr*sqm)],2.22E-06,6.13E-07,2.53E-06,3.51E-03,1.81E-02,2.36E-02,2.92E-02,3.45E-02,4.03E-02,4.58E-02,5.13E-02,5.69E-02,6.24E-02,6.81E-02,7.38E-02,7.93E-02,8.51E-02,9.06E-02,9.63E-02,1.02E-01,1.07E-01,1.12E-01,1.11E-01
Lmel [W/(sr*sqm)],2.59E-06,6.85E-07,1.23E-06,4.03E-03,2.10E-02,2.72E-02,3.37E-02,3.98E-02,4.64E-02,5.27E-02,5.90E-02,6.55E-02,7.17E-02,7.82E-02,8.48E-02,9.10E-02,9.77E-02,1.04E-01,1.11E-01,1.17E-01,1.23E-01,1.29E-01,1.27E-01
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Wavelength [nm],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)]
380,0.00E+00,3.16E-08,6.32E-08,0.00E+00,0.00E+00,0.00E+00,1.24E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E-06,0.00E+00,0.00E+00,7.06E-08,0.00E+00,7.93E-08,0.00E+00,4.36E-07,0.00E+00,0.00E+00,0.00E+00
381,1.26E-07,1.36E-08,2.72E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.86E-07,0.00E+00,0.00E+00,0.00E+00,5.23E-07,3.71E-06,0.00E+00,1.50E-07,1.61E-07,0.00E+00,1.68E-07
382,1.18E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.45E-06,0.00E+00,0.00E+00,0.00E+00,3.70E-08,7.62E-07,0.00E+00,0.00E+00,4.00E-07,0.00E+00,1.19E-08
383,2.00E-06,0.00E+00,4.65E-08,0.00E+00,0.00E+00,7.22E-09,5.17E-08,0.00E+00,2.12E-07,6.22E-07,0.00E+00,0.00E+00,3.42E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.70E-07,0.00E+00,0.00E+00,0.00E+00
384,1.99E-07,0.00E+00,1.66E-08,0.00E+00,0.00E+00,5.13E-08,2.48E-07,0.00E+00,1.01E-07,3.47E-06,0.00E+00,0.00E+00,3.71E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.66E-08
385,1.27E-06,6.42E-07,2.43E-08,0.00E+00,0.00E+00,1.27E-07,0.00E+00,0.00E+00,1.48E-07,2.57E-06,0.00E+00,0.00E+00,5.41E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.96E-07,1.03E-07,9.73E-08
386,7.82E-07,3.92E-07,0.00E+00,0.00E+00,6.81E-08,5.72E-08,0.00E+00,0.00E+00,0.00E+00,2.56E-06,1.38E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.09E-07,5.74E-08,0.00E+00
387,5.54E-07,4.83E-08,8.63E-08,0.00E+00,1.02E-08,0.00E+00,8.83E-08,0.00E+00,1.31E-07,2.29E-07,2.07E-08,0.00E+00,0.00E+00,0.00E+00,3.45E-07,0.00E+00,0.00E+00,0.00E+00,3.07E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
388,3.98E-09,0.00E+00,0.00E+00,0.00E+00,8.61E-08,0.00E+00,1.32E-07,0.00E+00,0.00E+00,2.22E-07,0.00E+00,0.00E+00,6.18E-07,1.06E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.41E-08,0.00E+00,1.52E-08,0.00E+00,0.00E+00
389,3.35E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.09E-08,0.00E+00,0.00E+00,3.87E-08,8.77E-08,2.57E-08,0.00E+00,3.59E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.64E-07,0.00E+00,2.25E-07,0.00E+00,0.00E+00
390,6.34E-08,0.00E+00,6.34E-08,0.00E+00,0.00E+00,9.71E-08,0.00E+00,0.00E+00,1.01E-06,1.67E-07,4.91E-08,0.00E+00,9.43E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.62E-08,0.00E+00,6.70E-07,0.00E+00,0.00E+00
391,7.58E-08,0.00E+00,4.63E-08,0.00E+00,0.00E+00,0.00E+00,6.04E-08,0.00E+00,2.12E-06,0.00E+00,0.00E+00,0.00E+00,6.89E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.05E-07,0.00E+00,1.37E-06,0.00E+00,0.00E+00
392,6.88E-09,2.67E-07,0.00E+00,0.00E+00,0.00E+00,3.82E-08,1.41E-08,0.00E+00,6.20E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.96E-07,0.00E+00,5.78E-06,3.06E-07,0.00E+00
393,0.00E+00,1.31E-06,3.49E-09,0.00E+00,4.40E-08,4.92E-08,0.00E+00,6.78E-09,9.82E-08,0.00E+00,8.91E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E-08
394,1.04E-08,9.25E-07,8.04E-08,0.00E+00,0.00E+00,1.36E-07,0.00E+00,1.36E-07,1.97E-06,1.00E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.27E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.81E-07
395,2.61E-08,6.52E-07,2.61E-08,0.00E+00,0.00E+00,1.16E-07,0.00E+00,0.00E+00,0.00E+00,2.91E-06,0.00E+00,0.00E+00,1.27E-07,0.00E+00,2.08E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
396,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.49E-08,0.00E+00,0.00E+00,0.00E+00,2.40E-06,0.00E+00,0.00E+00,1.78E-07,0.00E+00,4.59E-06,0.00E+00,2.57E-07,9.00E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
397,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.55E-07,0.00E+00,0.00E+00,1.97E-08,0.00E+00,2.02E-06,0.00E+00,8.26E-08,2.89E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
398,0.00E+00,8.96E-08,0.00E+00,0.00E+00,0.00E+00,4.48E-08,0.00E+00,0.00E+00,0.00E+00,2.32E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.06E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
399,0.00E+00,8.45E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.60E-08,0.00E+00,0.00E+00,0.00E+00,2.02E-07,0.00E+00,2.07E-06,0.00E+00,1.31E-06,0.00E+00,0.00E+00,2.70E-07,0.00E+00,0.00E+00,0.00E+00
400,0.00E+00,4.56E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.07E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.35E-07,0.00E+00,4.24E-07,0.00E+00,6.99E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
401,0.00E+00,1.95E-08,5.18E-08,0.00E+00,0.00E+00,0.00E+00,7.97E-08,0.00E+00,1.97E-07,0.00E+00,0.00E+00,0.00E+00,1.09E-06,0.00E+00,5.19E-08,0.00E+00,4.12E-06,8.47E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
402,0.00E+00,0.00E+00,2.15E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.48E-08,8.17E-08,0.00E+00,1.40E-07,0.00E+00,2.26E-07,0.00E+00,9.21E-08,0.00E+00,2.01E-06,3.51E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.38E-07
403,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.65E-09,6.63E-08,7.50E-08,8.26E-09,0.00E+00,2.03E-07,1.07E-07,1.21E-07,0.00E+00,8.89E-08,0.00E+00,0.00E+00,3.19E-07,1.66E-07,0.00E+00,8.18E-09
404,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.55E-07,1.34E-08,0.00E+00,2.96E-08,0.00E+00,2.95E-06,0.00E+00,4.13E-07,2.17E-08,0.00E+00,0.00E+00,0.00E+00,2.67E-08,0.00E+00
405,4.61E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.54E-08,0.00E+00,0.00E+00,9.36E-08,1.03E-07,6.03E-08,0.00E+00,1.33E-07,0.00E+00,3.21E-06,0.00E+00,2.62E-06,1.48E-07,0.00E+00,0.00E+00,0.00E+00,1.20E-07,0.00E+00
406,6.38E-08,0.00E+00,0.00E+00,0.00E+00,7.28E-08,2.13E-08,2.48E-08,0.00E+00,1.29E-07,0.00E+00,0.00E+00,0.00E+00,1.52E-06,0.00E+00,1.68E-06,0.00E+00,3.93E-06,6.95E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
407,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.79E-08,0.00E+00,2.18E-07,0.00E+00,2.44E-06,1.73E-07,0.00E+00,0.00E+00,2.43E-06,0.00E+00,4.36E-07,0.00E+00,3.89E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.02E-07
408,4.25E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.29E-08,2.75E-07,4.09E-06,1.93E-08,0.00E+00,0.00E+00,1.89E-06,0.00E+00,2.99E-08,0.00E+00,1.99E-06,1.39E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.15E-07
409,0.00E+00,0.00E+00,0.00E+00,4.12E-08,0.00E+00,8.23E-08,1.60E-08,0.00E+00,3.26E-07,2.70E-08,0.00E+00,0.00E+00,2.23E-06,0.00E+00,5.09E-07,0.00E+00,2.89E-07,6.97E-07,1.46E-07,0.00E+00,0.00E+00,4.67E-06,6.28E-08
410,0.00E+00,1.41E-08,1.41E-08,0.00E+00,0.00E+00,0.00E+00,1.42E-07,0.00E+00,2.10E-06,2.38E-07,0.00E+00,0.00E+00,1.74E-07,6.95E-08,4.26E-07,0.00E+00,2.43E-07,2.66E-06,0.00E+00,0.00E+00,0.00E+00,3.10E-06,3.85E-07
411,0.00E+00,2.28E-08,2.28E-08,0.00E+00,0.00E+00,0.00E+00,7.01E-08,0.00E+00,1.74E-07,7.86E-07,0.00E+00,0.00E+00,5.09E-08,1.13E-07,5.47E-07,6.64E-08,3.55E-07,7.47E-08,0.00E+00,0.00E+00,1.74E-07,2.38E-06,9.13E-08
412,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.52E-07,9.68E-08,0.00E+00,0.00E+00,4.09E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.71E-07,2.24E-07,1.74E-07,0.00E+00,1.12E-07,2.31E-07,4.80E-06,1.43E-06,5.60E-08
413,4.03E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.11E-08,1.58E-08,1.57E-07,1.23E-07,3.47E-07,0.00E+00,0.00E+00,8.98E-08,9.92E-08,5.48E-08,2.99E-08,4.39E-06,1.98E-06,1.83E-08,3.77E-08,7.38E-06,3.03E-06,1.61E-07
414,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.63E-07,0.00E+00,3.15E-06,7.53E-08,7.37E-09,0.00E+00,1.62E-08,0.00E+00,1.94E-08,0.00E+00,3.48E-06,4.57E-06,1.29E-08,0.00E+00,2.36E-06,3.08E-06,1.66E-07
415,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.55E-07,0.00E+00,1.21E-06,7.33E-07,6.56E-08,0.00E+00,1.44E-07,0.00E+00,1.73E-07,1.07E-07,5.25E-06,4.61E-06,1.59E-07,0.00E+00,3.52E-06,5.45E-06,9.84E-08
416,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.87E-06,0.00E+00,2.39E-06,6.94E-07,0.00E+00,0.00E+00,4.63E-08,0.00E+00,1.33E-06,2.66E-07,3.50E-06,6.28E-06,1.57E-07,0.00E+00,1.53E-06,4.71E-06,2.72E-07
417,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.89E-08,3.01E-08,0.00E+00,4.47E-08,1.65E-06,0.00E+00,0.00E+00,9.73E-08,0.00E+00,9.40E-07,4.28E-08,3.27E-06,5.10E-06,5.22E-08,0.00E+00,0.00E+00,1.76E-06,4.07E-07
418,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.71E-08,6.15E-09,0.00E+00,0.00E+00,0.00E+00,5.18E-06,7.51E-08,0.00E+00,1.37E-08,0.00E+00,2.96E-06,0.00E+00,3.92E-06,5.23E-07,0.00E+00,0.00E+00,0.00E+00,1.48E-07,7.39E-08
419,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.52E-08,2.30E-09,1.58E-07,2.05E-08,1.57E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.36E-06,2.50E-07,1.64E-06,2.74E-07,7.99E-09,3.29E-08,0.00E+00,3.13E-06,1.63E-07
420,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.34E-08,3.25E-08,0.00E+00,1.07E-06,1.69E-06,2.11E-08,0.00E+00,0.00E+00,0.00E+00,3.89E-06,1.85E-07,2.52E-06,1.04E-07,1.13E-07,1.34E-06,0.00E+00,4.18E-06,8.34E-08
421,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.32E-08,0.00E+00,0.00E+00,0.00E+00,1.72E-06,1.01E-06,4.68E-08,0.00E+00,0.00E+00,0.00E+00,4.56E-06,0.00E+00,4.60E-06,1.20E-07,6.50E-08,4.96E-06,9.09E-07,4.29E-06,2.59E-07
422,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.98E-08,0.00E+00,2.14E-07,3.39E-08,1.59E-07,3.09E-06,0.00E+00,0.00E+00,1.17E-07,0.00E+00,2.56E-06,0.00E+00,3.94E-06,1.83E-07,5.31E-08,4.57E-06,2.64E-06,4.67E-06,2.70E-07
423,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.01E-07,5.57E-08,8.82E-09,4.14E-08,9.47E-07,0.00E+00,0.00E+00,3.03E-08,0.00E+00,2.57E-06,1.96E-07,2.54E-06,1.45E-06,1.20E-07,5.73E-06,3.45E-06,8.18E-06,5.46E-08
424,0.00E+00,1.08E-09,0.00E+00,0.00E+00,1.08E-09,3.24E-09,4.32E-08,0.00E+00,1.20E-07,4.54E-06,8.08E-08,4.54E-09,1.73E-07,1.91E-07,1.92E-06,1.48E-07,2.82E-06,1.67E-06,4.39E-06,4.77E-06,1.69E-07,3.78E-06,1.69E-07
425,0.00E+00,3.06E-08,0.00E+00,0.00E+00,3.06E-08,1.18E-07,1.94E-06,0.00E+00,7.33E-08,3.02E-06,6.20E-08,1.84E-07,4.88E-07,0.00E+00,3.07E-06,1.49E-06,5.57E-06,5.70E-06,3.84E-06,4.22E-06,5.53E-06,6.60E-06,9.30E-07
426,1.61E-08,2.90E-07,0.00E+00,0.00E+00,0.00E+00,6.73E-08,3.58E-06,0.00E+00,8.53E-07,5.15E-06,1.01E-06,1.75E-07,3.05E-06,0.00E+00,4.11E-06,3.84E-06,4.21E-06,4.92E-06,4.44E-06,6.64E-06,2.25E-06,3.40E-06,2.34E-06
427,1.44E-08,5.34E-07,0.00E+00,0.00E+00,0.00E+00,2.29E-08,2.17E-06,0.00E+00,1.26E-06,2.18E-06,1.55E-06,3.19E-07,2.99E-06,3.38E-06,1.61E-06,5.00E-06,3.48E-06,3.24E-06,5.09E-06,3.68E-06,3.48E-06,3.99E-06,4.02E-06
428,0.00E+00,9.11E-07,0.00E+00,0.00E+00,5.91E-08,6.96E-09,2.27E-06,0.00E+00,3.59E-06,3.16E-06,2.23E-06,8.77E-08,1.74E-06,4.81E-06,2.36E-06,8.32E-06,2.75E-06,4.16E-06,9.01E-06,5.20E-06,4.23E-06,3.80E-06,2.52E-06
429,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.64E-08,1.40E-08,3.47E-06,4.82E-08,6.61E-07,1.99E-06,1.82E-06,3.17E-06,1.30E-06,2.65E-06,4.52E-06,5.25E-06,5.39E-06,4.86E-06,2.20E-06,4.38E-06,7.70E-06,3.49E-06,7.36E-06
430,0.00E+00,0.00E+00,0.00E+00,7.14E-09,8.51E-08,2.73E-06,2.46E-06,8.50E-07,1.88E-06,2.47E-06,1.32E-06,1.23E-06,3.20E-06,7.57E-07,3.88E-06,4.65E-06,6.81E-06,8.46E-06,5.63E-06,6.84E-06,5.37E-06,7.93E-06,4.59E-06
431,0.00E+00,0.00E+00,0.00E+00,2.14E-08,1.27E-07,3.59E-06,2.23E-06,3.33E-06,4.38E-06,3.62E-06,2.12E-06,4.63E-06,3.95E-06,2.86E-06,4.97E-06,5.56E-06,7.80E-06,7.63E-06,5.48E-06,5.59E-06,6.95E-06,1.15E-05,9.25E-06
432,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.45E-06,3.53E-06,2.21E-06,3.80E-06,5.41E-06,4.69E-06,4.55E-06,4.28E-06,5.98E-06,3.59E-06,8.10E-06,5.81E-06,9.27E-06,7.38E-06,9.39E-06,8.96E-06,1.05E-05,8.85E-06,1.26E-05
433,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.33E-06,1.74E-06,4.13E-06,3.52E-06,4.76E-06,2.41E-06,3.22E-06,4.44E-06,5.42E-06,5.06E-06,7.38E-06,7.44E-06,1.06E-05,1.13E-05,1.19E-05,1.24E-05,1.44E-05,1.08E-05,1.29E-05
434,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.02E-06,2.50E-06,3.90E-06,7.64E-07,5.67E-06,5.31E-06,5.45E-06,5.68E-06,8.08E-06,1.04E-05,1.06E-05,8.19E-06,1.21E-05,9.13E-06,1.50E-05,1.21E-05,1.28E-05,1.42E-05,7.36E-06
435,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.12E-06,4.03E-06,3.21E-06,2.70E-06,4.67E-06,6.25E-06,6.67E-06,7.63E-06,7.17E-06,8.45E-06,7.16E-06,1.07E-05,1.04E-05,1.00E-05,1.14E-05,1.00E-05,1.19E-05,1.41E-05,1.27E-05
436,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.39E-06,3.87E-06,6.38E-06,3.45E-06,5.20E-06,6.10E-06,6.55E-06,7.42E-06,8.07E-06,9.64E-06,8.79E-06,1.30E-05,1.21E-05,1.38E-05,1.57E-05,1.36E-05,1.48E-05,1.61E-05,1.29E-05
437,0.00E+00,1.73E-08,0.00E+00,1.73E-08,2.88E-06,4.30E-06,6.00E-06,5.61E-06,9.72E-06,8.22E-06,7.57E-06,9.13E-06,9.76E-06,1.24E-05,1.05E-05,1.49E-05,1.34E-05,1.67E-05,1.63E-05,1.94E-05,1.58E-05,1.87E-05,1.66E-05
438,0.00E+00,6.73E-09,0.00E+00,1.67E-07,3.77E-06,5.91E-06,7.58E-06,7.53E-06,8.85E-06,9.84E-06,1.18E-05,1.11E-05,1.06E-05,1.16E-05,1.38E-05,1.68E-05,1.80E-05,1.85E-05,1.97E-05,2.26E-05,2.25E-05,2.33E-05,2.19E-05
439,0.00E+00,0.00E+00,0.00E+00,5.68E-07,4.90E-06,7.05E-06,9.53E-06,6.21E-06,9.02E-06,9.60E-06,1.18E-05,1.11E-05,1.37E-05,1.45E-05,1.71E-05,1.93E-05,2.33E-05,2.25E-05,2.35E-05,1.93E-05,1.96E-05,2.66E-05,2.51E-05
440,0.00E+00,0.00E+00,0.00E+00,6.61E-07,6.02E-06,7.79E-06,1.02E-05,9.69E-06,1.25E-05,1.32E-05,1.48E-05,1.61E-05,1.63E-05,1.91E-05,1.91E-05,2.11E-05,1.93E-05,2.49E-05,2.57E-05,2.87E-05,2.91E-05,2.87E-05,2.91E-05
441,0.00E+00,0.00E+00,2.05E-08,7.42E-07,7.35E-06,1.04E-05,1.06E-05,1.14E-05,1.37E-05,1.64E-05,1.68E-05,1.98E-05,2.11E-05,2.17E-05,2.27E-05,2.59E-05,2.85E-05,3.07E-05,3.24E-05,3.38E-05,3.42E-05,3.55E-05,3.32E-05
442,0.00E+00,0.00E+00,4.02E-08,1.40E-06,8.99E-06,1.05E-05,1.37E-05,1.31E-05,1.59E-05,2.11E-05,1.93E-05,2.24E-05,2.49E-05,2.44E-05,3.01E-05,3.14E-05,3.59E-05,3.72E-05,3.78E-05,3.69E-05,3.93E-05,4.07E-05,4.04E-05
443,0.00E+00,0.00E+00,6.72E-09,1.48E-06,1.10E-05,1.39E-05,1.49E-05,1.62E-05,2.08E-05,2.17E-05,2.42E-05,2.72E-05,2.94E-05,3.07E-05,3.34E-05,3.63E-05,3.83E-05,4.48E-05,4.36E-05,4.53E-05,4.82E-05,4.86E-05,4.63E-05
444,0.00E+00,0.00E+00,0.00E+00,1.28E-06,1.23E-05,1.60E-05,2.15E-05,1.89E-05,2.37E-05,2.80E-05,2.81E-05,3.19E-05,3.56E-05,3.74E-05,4.02E-05,4.53E-05,4.76E-05,5.18E-05,5.56E-05,5.71E-05,5.50E-05,6.03E-05,5.47E-05
445,4.07E-09,0.00E+00,0.00E+00,1.09E-06,1.55E-05,1.76E-05,2.13E-05,2.64E-05,2.87E-05,3.00E-05,3.35E-05,3.74E-05,4.04E-05,4.54E-05,4.81E-05,5.17E-05,5.10E-05,5.78E-05,6.13E-05,6.19E-05,6.92E-05,7.03E-05,6.17E-05
